song_number,mean_mfcc,std_mfcc,skew_mfcc,kurtosis_mfcc,delta_mean,delta2_mean,spectral_centroid,spectral_rolloff,hnr,pitch,tempo,chroma_mean,song_length,agglo_label
105,-9.33759273431791,16.779320502571185,-0.01958045273036165,1.3525971585837162,0.000746176835352562,-0.0002982283189521955,10936.863056067828,25233.06884765625,-27.106835398617676,1448.38645063874,815.9950657894738,1.1599958895241418,0.31394557823129254,0
106,-5.349482139278882,15.431174753548353,0.13687123342840482,1.0508858601984623,5.957080621509455e-05,-2.3240771930115783e-05,13070.318170895891,31053.169672539894,-15.384479897889154,7994.377532800556,378.1440548780488,1.7686453600734244,0.5431746031746032,1
107,-6.89775122950707,15.1963183033593,-0.06595947419127449,0.5193692303512484,5.72474386307648e-05,-6.536643214423821e-05,13034.673102095865,31856.033457880432,-19.609564161902636,6573.433605163162,407.9975328947369,1.9581634058942385,0.26206349206349205,0
108,-2.559465262553775,13.740603532828638,-0.06433225784647385,0.7335401195263012,9.261965754391841e-07,8.638937922208136e-07,14769.28012789996,35325.2197265625,-6.528783394956423,11508.791905523382,360.55595930232556,1.2982737419348893,0.20791383219954648,4
109,-7.636725168949414,16.935186460879795,0.022661461927215604,0.8511949135915087,7.576444393425245e-17,-3.302641654281654e-16,12670.96724346195,28843.7255859375,-22.35160733504398,10518.139963159148,516.796875,1.3021775557058313,0.6181632653061224,1
11,-4.382405627309919,17.177348679908896,0.058535293065372154,0.9604878450427465,3.766712763790403e-17,-2.0685031753221106e-16,12982.484987043916,29378.85478251689,-12.475469846614043,9189.796153586412,775.1953125,1.0133670615769321,0.4286848072562358,0
110,-5.708844132576444,17.477456275767658,0.2657451427680462,1.6732419238478076,-2.843280483330153e-06,-6.1016131825806754e-05,12730.872677638301,30268.954467773438,-16.567063542682202,4772.5088985366565,500.12600806451616,1.4752862343936477,0.5535827664399093,1
111,-11.301850672235126,12.733106648803668,0.2184735981896247,0.42139059733570805,-0.0014758091740367206,-0.0008870474962326089,11578.14707103396,30451.986694335938,-33.67556826494726,0.0,516.796875,1.6493914206630034,0.5501360544217687,2
112,-3.5936958919261053,18.159613250623458,-0.17361254566302853,1.2177227953508034,3.4404542688314026e-17,-1.5989970757732128e-16,13960.088289429998,31182.611443014706,-9.603661878747104,9902.958182688988,419.0244932432433,1.4037010040737803,0.38868480725623583,1
113,-3.634074637997459,17.795177571273847,0.10583193374524225,1.2279830247395465,3.3178175418193827e-17,-1.3810150233904584e-16,13732.5900119929,30598.297119140625,-10.024706617855356,11187.967366431027,553.7109375,1.3551916188938535,0.6405668934240363,1
114,1.0696681211880064,17.164828409725978,-0.13151019639659522,0.44583492977441486,-1.2578620435684505e-17,4.656564521242696e-17,11370.629590843419,26288.756289724573,3.8167810752191818,10743.11068830869,442.96875,1.4301408940220997,0.6743990929705216,5
115,-4.092067624026631,16.453364756582932,0.10587179589301865,0.8451632330701028,1.0151897479185736e-06,-0.00023524318982769986,12798.29911708447,30967.279411764706,-11.543285894010225,9213.214740855352,553.7109375,1.5331706342881701,0.5836961451247166,1
116,-18.684080545008484,16.138737522549686,-0.17617891702827132,0.02175525714958517,0.004465368691504537,-0.00018398832578910763,9240.836554607007,24003.369140625,-54.87614853023024,0.0,419.0244932432433,2.4379850568194614,0.15378684807256235,3
12,-4.0660887148528015,19.886824773306508,0.06585829368665079,0.5858058021093838,-2.323565439805486e-05,-0.00028407583166643234,13257.652905689287,30261.68701171875,-11.373638837222302,10118.380036742077,430.6640625,0.6983456941704294,0.6928117913832199,5
13,-3.0360465786202733,17.821756373576246,-0.033616806349579254,0.9032914870509247,3.378178808537356e-17,-1.284745338646469e-16,12952.475950477496,29054.91661658654,-8.137940914164778,11964.039558800105,469.8153409090909,1.6035384663886347,0.7482312925170068,5
14,-5.210751831393421,15.874131592726599,-0.08532196758124504,1.0874936517745888,-0.0043391380090115625,0.002192842608046931,13091.004744498903,29380.709838867188,-14.748932729825022,6832.285972505565,674.0828804347826,0.9423176377448319,0.37108843537414965,0
15,-3.1456714479942263,16.211306435316253,-0.0008697917179547876,1.0098494606162718,0.000711212762649411,-0.00030134688340774753,12681.942252037472,29227.15552545363,-9.062217688973906,11813.985953793672,484.4970703125,1.2844675050852932,0.7151700680272108,1
16,-8.264218546067102,20.739480232038577,-0.32654748853781834,0.7513169191412785,7.797543252100433e-17,-4.779943642229171e-16,12191.40730693396,29965.792713994568,-21.340345649041588,9831.555098161745,360.55595930232556,1.6187633301336364,0.2587074829931973,0
17,-2.4766867819285814,19.10974654648524,-0.10715199697445758,0.27057870319544186,1.2235015992025416e-05,7.909507246251867e-06,14742.131795902533,36773.32763671875,-5.601951604713303,11483.84758227908,397.5360576923077,1.6534570390617775,0.22687074829931972,4
18,-8.352885160061337,13.948910950757803,0.09279140079920208,0.287549905385899,-0.0010050751507888383,-0.0017254479856614478,12410.973051805773,30784.650213068184,-24.659620204348503,5314.336864720888,815.9950657894738,1.1469741457558746,0.376530612244898,2
19,-9.608330133487723,17.59299472507351,-0.014403354748334197,0.7789403229487208,9.442163671471009e-17,-3.5269500513755536e-16,11600.034531927711,27764.912109375,-28.14579842765687,1863.2048300317774,911.9944852941176,1.3087201271299147,0.45877551020408164,0
20,0.75545590640775,17.5452472425036,0.024413360585807994,0.15608030399592437,0.00041553023565116286,-0.00048342972795651826,14496.486555551946,30683.5224609375,2.554291547213658,11981.980589882887,674.0828804347826,0.7388582052392901,0.5749206349206349,5
21,-4.426418391028918,16.70374181992574,-0.11907453347438177,1.363535995231918,4.702568100143762e-17,-1.7328844979541552e-16,12954.393078661662,29984.07292770127,-12.29791003802303,7933.645608713618,378.1440548780488,1.4609099786283684,0.6757596371882086,1
22,-4.333349833180864,17.06588868195769,-0.09805915395723301,1.2190820755608456,3.79069651950925e-17,-1.772020443019802e-16,12907.920165709596,29464.405616554053,-12.154656749373661,11709.928680785102,674.0828804347826,1.428899664412294,0.42931972789115647,0
23,-4.468567791767104,15.235539778997094,0.08490242158315765,1.2185404859524702,0.00010484148829219031,-0.00026289168609377735,12555.393379428053,29332.260131835938,-12.960022650750222,10947.152113051507,430.6640625,1.352974273198519,0.7349659863945578,1
24,-3.4297741774530253,18.717878497832373,0.02722679277097447,0.728445548111572,2.9259164167357144e-17,-1.517230953822755e-16,13619.894187062615,32167.96875,-9.268108034268083,11501.759324532495,674.0828804347826,1.3973788156035445,0.568185941043084,0
25,-10.705404478566248,17.259614638808024,0.02917429740128772,0.9467307753797396,1.0924493888987129e-16,-4.2077674354305526e-16,11048.490527917253,26159.349926097973,-31.40174609845203,3217.2288470609856,419.0244932432433,1.095048106419368,0.42011337868480725,0
26,-6.45178350514291,10.22189924048133,0.11757994972004071,0.5881606801075431,-0.0029095266486066805,-0.0012362560397863953,13579.405679687301,31282.822265625,-19.011045476316415,4984.999921908926,574.21875,0.7187095253987026,0.40328798185941045,2
27,-5.388918701439115,14.673419747365333,-0.18329229990331222,0.8871322385844925,1.4662624481098547e-06,-4.63053616013781e-06,11927.483148639385,29392.822265625,-14.213274570583582,11630.644898019342,360.55595930232556,1.959034777154392,0.21063492063492065,0
28,-9.304257737486065,13.674132027600502,0.05728084045771822,0.4847489647114476,-0.00013911803428521587,-0.000550980445825333,12112.539999310402,29540.049282340115,-27.702289195107582,3194.1823967454893,430.6640625,1.1305581269164413,0.48848072562358275,2
29,-13.675404044327445,13.266969393266162,-0.09198986587732019,1.4298029626247328,-0.002005584679498003,1.0248968918475564e-05,10573.85736825355,27664.78271484375,-40.52569627950808,0.0,704.7230113636364,2.1281138497374115,0.40755102040816327,2
30,-6.484480790352221,15.56414430386555,-0.11861975619487797,0.8774378832551968,7.023343291765697e-17,-2.5163515301644714e-16,11755.722659452087,26918.794672539894,-18.878796228764166,9317.112518177884,534.6174568965517,0.9901618632157796,0.5449433106575964,0
31,-6.053086176656216,19.138542860882637,-0.13074267549177804,0.1745124749228318,0.00011836712897304707,-5.4953691174936946e-05,14399.821065758082,33236.4990234375,-15.334012113027272,9831.286777766167,360.55595930232556,1.826617577390361,0.24519274376417233,4
32,-2.816075448492827,19.518318265279937,0.253300160427849,1.3793561875184968,2.4852419346350422e-17,-9.602812118510595e-17,13089.00346665947,28972.173646438954,-7.196364957806095,11916.956574379172,534.6174568965517,1.096604596022954,0.4957142857142857,1
33,-6.257219333864352,20.28846045985312,-0.03975898467805362,0.5109772404273051,6.345429286892428e-17,-2.549682128415947e-16,11784.216395638221,28470.968380489867,-17.85591311724195,9109.987708772725,419.0244932432433,1.685765648062115,0.42124716553287983,0
34,-8.801004096121702,21.032518915454716,0.12444603583089828,0.8720958190840484,8.847207554791344e-17,-3.6636354352921307e-16,11595.172293283478,27883.841646634617,-26.09765704721282,11947.391554926755,407.9975328947369,1.5134546395548925,0.9013832199546485,1
35,-2.134675787277623,16.573561522218917,-0.12757954655914533,1.0735005410975529,0.00041825312104663804,-3.848114272243908e-05,15455.52166953531,35386.23046875,-3.5827432980433915,11026.355358439774,360.55595930232556,1.5842746741832658,0.20863945578231294,4
36,-2.4893439102265242,16.16534209778471,0.09042061499915274,1.405743049326507,2.850557068157291e-17,-1.0438683074618037e-16,14619.978474821695,33572.91391225962,-6.427807991857077,11944.352400640397,442.96875,1.2143668402071026,0.7469614512471655,1
37,-4.5775930671595075,16.998636083947762,-0.20184679709952835,0.7778830124501741,4.301756738318765e-17,-1.9872579789340429e-16,12648.383059118605,29437.846235795456,-12.738507029112043,6828.079969081331,775.1953125,0.9291003467187089,0.3785260770975057,0
38,-10.343683292907624,16.185650111898788,0.019279722532853674,1.85604529456088,2.582060423199032e-05,-4.6724105850103234e-05,11193.199382712057,26332.415771484375,-30.589217531757285,5468.776413772279,484.4970703125,0.9377041885742278,0.7343537414965986,0
39,-5.90431147830947,18.393140158603305,0.05252658599963567,0.8302768221953093,5.669190881476616e-17,-2.4146233502639643e-16,12436.739781322674,28095.130112591913,-16.929616482556902,11128.743467593307,407.9975328947369,1.06138003942136,0.38868480725623583,1
40,-5.231629126166629,18.03659237226059,0.09475580350032069,1.4554823486556816,-0.00027082049262264045,-0.00016737608652267596,13328.117553314203,32171.738795230267,-15.07961194383994,9644.617088498677,387.59765625,1.4998853458582124,0.65562358276644,1
41,-1.758295516771112,18.939819422415106,-0.05561268881255488,1.0408258644037531,1.4259914294835776e-17,-5.113257058918578e-17,13773.85057644012,30089.715021306816,-3.1464581833315446,11968.40148719693,419.0244932432433,1.1772978005841936,0.3826077097505669,1
42,-5.889852661499496,17.737653970284008,0.04489692210690836,0.8762890723345448,5.31461900149303e-17,-2.471061892564336e-16,12811.413504216855,29688.90380859375,-16.69109874488959,7105.902980012101,407.9975328947369,1.5384819887757035,0.4097278911564626,1
43,-5.520456493977634,18.471144406723358,-0.12235586877223721,0.8487495944531569,6.898148830043494e-05,3.1696876396822345e-05,12290.740406715111,29244.2431640625,-15.457547288008382,9427.874922616804,419.0244932432433,1.7096817701434417,0.34741496598639454,0
44,-0.8681436329025193,20.29523009715609,-0.04830457756796909,0.20898022182804427,5.333352973824959e-06,-4.358740470694268e-05,12460.770876224102,27918.859347491198,-1.316127807708117,11554.710394371366,469.8153409090909,0.9728087162061407,0.8184807256235828,5
45,0.5461376362804203,18.229871414358428,-0.05945947033518131,0.5510493887794392,-6.923937424665502e-18,2.3654881927721422e-17,12804.049313051932,31783.944038722824,1.990092863713467,10615.10047773087,620.15625,1.740828833070516,0.7932199546485261,5
46,-8.469680498839327,13.523923545230641,-0.026318982510667353,0.6560449771044375,-0.0009752152169647873,-0.00034347418994506334,11742.144457780601,28445.361328125,-25.045136067907873,6397.744216191639,407.9975328947369,0.9161324634915442,0.5112471655328799,2
47,-1.3830265974443048,16.37916871575195,0.03605321523406606,0.3138385799175426,0.0006305749591441951,-0.0007828899416344066,14804.363665601697,33152.783203125,-3.2259001664840983,11968.296960738062,596.3040865384615,1.5935327119467038,0.5639455782312925,5
48,-3.8247922269038006,17.361473279522947,-0.11801457283086914,1.241637908643559,4.031240380526865e-17,-1.676391789877213e-16,13322.54339606171,29855.590376420456,-10.717826339842835,9627.605921180262,574.21875,1.0781461576188092,0.6324943310657596,1
49,-6.067476343773928,18.05910081342048,0.002217168229889452,1.090914432056876,6.28217064899934e-17,-2.5306942791111806e-16,12381.14160469353,28170.529656661187,-17.35219526087065,9815.343749650598,704.7230113636364,1.3310723220519938,0.44020408163265307,0
50,-10.076835147898453,12.91562806782997,-0.15301743927277836,0.5159454351749263,-0.0001876616506999876,0.00013254466975500732,11808.072805938871,30640.88671875,-30.03780392341868,2138.6806123963806,430.6640625,1.3903222501825152,0.5696598639455782,2
51,-8.030576773580801,10.00636083261426,0.015737539803906193,0.44581426088406734,-0.0015755521095874156,-0.0010620497885447425,13191.213498318195,32379.604204963238,-23.887196417874094,890.5151740976314,674.0828804347826,1.2308547099639513,0.39043083900226755,2
52,-9.561019298195506,16.609460066192796,-0.06111205088250911,1.2010561280261833,9.628833910510594e-17,-3.803920405237128e-16,11218.42404575169,26653.798828125,-28.09834631243067,2396.1239414903716,378.1440548780488,1.291854754845351,0.63718820861678,0
53,3.717688899505171,16.388290756622645,-0.15071346290737136,0.8183309422410489,-4.795479009073404e-17,1.5995743505064429e-16,12264.556037524193,29128.55113636364,11.327526806436552,10763.547170048412,704.7230113636364,1.3943043742686045,0.635578231292517,5
54,-4.464992688320569,16.748213843205697,-0.12301708267187957,0.9235927524723285,4.18971721078066e-17,-1.826396681075298e-16,12204.118459176032,28099.361905184658,-12.479894441391174,7142.948256082463,861.328125,1.1357627907503554,0.5031519274376417,0
55,-4.862424895865291,15.641989886537331,-0.08782483271130515,1.0653418620552526,3.739148805780588e-17,-2.1307310573614122e-16,13331.173566349684,30190.552325581397,-13.866351416690225,7142.161994626444,620.15625,0.8547555685138146,0.4916326530612245,1
56,-3.337494439577722,18.483134827301164,-0.025410124874100454,1.0097798631544432,3.3833968594236123e-17,-1.3671837119314579e-16,12882.131153824053,30677.63671875,-8.802181685609662,8801.246471706698,911.9944852941176,1.0727789992251213,0.4110884353741497,0
57,-0.8559040233857166,16.829571688102426,-0.1618738701129118,1.0886526317622438,2.6937220435030204e-05,-2.4715471387318546e-05,14002.757082536918,30690.82371911337,-0.9052873516902357,11970.366046651194,442.96875,1.649358918626064,0.4936281179138322,1
58,-2.161883331130656,16.753907182517434,-0.1671051511142588,1.0834151850461367,2.297786169087907e-17,-7.996015650600412e-17,13634.224211202847,30967.20703125,-4.959783251869699,11734.913635768964,407.9975328947369,1.2675747528898709,0.4042857142857143,1
59,-6.9225967539593185,12.949835335074464,-0.11032845632650887,0.4602822935757338,-0.0009731329505671614,0.0005919366970825763,12134.873333345331,30148.876953125,-20.02651281687073,4206.083876079621,861.328125,1.0157976629238463,0.30541950113378685,0
60,-1.1786261261414481,15.575586495083328,-0.005000892636749502,1.6193495254564116,0.00042690205632199253,-0.00021976848300980347,14715.393010771513,33453.788618607956,-1.72785889058387,11963.89193996041,620.15625,1.9660653769114425,0.5040362811791383,1
61,-0.6011701663627,13.945466384319824,-0.11405772082279977,0.4622833306826708,4.012589813842862e-08,-5.99141613823616e-08,15279.417416648252,34130.126953125,-0.4512507339774186,11956.446854832937,360.55595930232556,0.9554455065790493,0.20791383219954648,4
62,-2.914668452217421,19.03049664539106,0.12448192150115714,0.8199112417443919,2.984991957408591e-17,-1.2109447504170882e-16,12856.331150455668,29976.11873851103,-7.254690629235084,11465.454478079237,674.0828804347826,1.602126362964989,0.3934920634920635,0
63,-8.37559311381548,11.725836679729213,0.054806790370871925,0.6911526311318925,-0.001881132055148726,-0.0006000073861377943,12770.634939894073,31819.10759420956,-24.839525071801614,2638.7207277891066,775.1953125,1.2762754597621675,0.39414965986394557,2
64,-7.455974496807373,15.598156097286585,-0.2302274504022422,1.1567387477164999,7.343387747144785e-17,-3.25286611943124e-16,13728.750443916717,32415.703986672794,-21.512280677597325,2459.3998752625685,419.0244932432433,1.445422634999094,0.3891156462585034,0
65,-7.903268666232907,17.92394101147686,-0.006038030452129084,0.7682731142986784,8.327917391353382e-17,-3.133059443786101e-16,11645.359271813992,27647.017822265625,-22.862659602643607,2259.8303257394814,419.0244932432433,1.4309264070572578,0.4550793650793651,0
66,-9.278441058162958,17.08553980139225,-0.23943025422741004,0.9103943567197488,0.0006995664295291614,-8.670832279123014e-05,11182.871248234747,28388.29833984375,-26.686330635264767,628.3872333482956,360.55595930232556,2.0280964453790093,0.22655328798185942,0
67,-13.060044407982682,15.35306291502223,-0.07187111682207599,0.4231092425015287,0.005302082844737847,-0.0007590742358659485,10695.911759988456,28315.028782894733,-38.45108975040923,3229.2554679708987,419.0244932432433,2.403185253687548,0.2118140589569161,3
68,-4.942324129220776,17.166845956879193,-0.06049127535650635,1.07114124163886,4.5659131375768564e-17,-2.0547235616507704e-16,12116.989269891845,28014.024353027344,-13.553951782126965,6467.25581827938,419.0244932432433,1.207959315418277,0.36165532879818596,0
69,2.2933681044851655,15.552738543628191,-0.1875284364445568,0.7789994877255253,-1.0158002912041132e-08,1.768364615953951e-08,13118.053490611921,29275.87469692888,7.339895793283098,8846.467974861473,455.9972426470588,0.972502869130943,0.6695011337868481,5
70,-7.027037866239555,17.528656536427327,-0.09643683326337503,0.42635768148064057,7.348483856086718e-17,-3.0139228029669003e-16,12295.058009083798,28141.052476415094,-20.407977187809237,6405.5016757633675,407.9975328947369,1.6088979519475841,0.6117687074829932,0
71,-5.103865105267128,14.134081063251198,0.08245891443633771,0.2812662564912028,0.00084198248000149,6.87869406507591e-05,13570.58297244447,31397.282608695656,-15.003389276037328,10212.231679062803,298.1520432692308,1.2386777660798485,0.7959863945578232,1
72,-3.1741757509669593,19.1911370254878,0.03522658077175635,0.8664498315005702,3.440475151540748e-17,-1.275410561303978e-16,13201.682886459668,30431.515984786187,-8.100364697468908,11308.984369478358,419.0244932432433,1.0695964674123857,0.43675736961451245,1
73,-10.506178580529312,18.057910289370977,-0.05058629147320139,0.6732261996841373,1.075960148029955e-16,-4.32564227754236e-16,11888.181195533729,28017.323266006097,-30.85303112542912,7490.6051782253,596.3040865384615,1.6320093997988216,0.466281179138322,0
74,-8.27368248111965,18.80086567403712,-0.15375719843454858,0.38966488228506063,8.489703984533918e-17,-3.413988634939899e-16,11081.958277268122,25483.077725497158,-23.861821817565858,11802.276002769899,674.0828804347826,1.5037068789651822,0.5003174603174603,0
75,-10.697536841661105,16.975248296734698,-0.10201546976584264,0.655571785846249,0.0010532570851279162,-0.00027733336714032427,11026.50726453137,28149.27978515625,-30.656193692062693,1167.0969927669616,419.0244932432433,2.5085360933902794,0.13616780045351473,0
76,-4.66117858702829,16.49864931413246,-0.1433398681034917,0.9719778706542416,4.699476838554419e-17,-1.895659983296886e-16,12363.988554506112,27814.27283653846,-13.1536531227124,8708.31720711108,861.328125,1.6511523795500755,0.44356009070294783,0
77,-4.2834636252493805,18.406411885725277,0.1291568253673456,1.1620861637071573,1.394944375875775e-06,-4.216615238529824e-06,12280.771355346777,28472.71431587838,-11.828531458827625,10293.425451609606,419.0244932432433,1.4417499101300892,0.4259637188208617,1
78,1.8347640541342056,16.036494526490554,-0.1539322411013547,1.032115446591677,0.00016295058651401154,-0.00029905775627153284,13988.048247822826,32317.832485465115,5.900573525404669,11678.129837612321,407.9975328947369,0.9789908572599166,0.49072562358276645,1
79,-4.507302864190047,19.187882507979406,0.0256820631486814,0.5735170046864004,4.7877927260349707e-17,-1.7827307858899055e-16,11716.179134719225,27786.078789893618,-12.520261301493907,7556.611722610198,596.3040865384615,1.3560186201298046,0.535578231292517,0
80,-2.121945422869682,14.547177372394918,0.035729039529179926,1.9042077132400805,0.0004979443847848526,-0.00018725250308399162,14487.720925186492,34039.95666503906,-5.487156508687931,11927.759789728847,534.6174568965517,1.5171366961564807,0.731904761904762,1
81,-0.39292688428813494,15.686601917349813,-0.09401161242060457,0.7675180614819181,6.617126314243019e-06,4.688009187903178e-06,14765.100343509586,36050.1708984375,-0.35483907164756784,11454.349572608768,419.0244932432433,1.6218708055288649,0.20727891156462586,4
82,-8.614783600598372,16.230239295287305,0.10752425718948819,0.8910604418261995,0.0004371815155455007,-6.235429136679386e-05,11156.699644630138,29226.5380859375,-25.379350028010556,1359.3871851656063,500.12600806451616,1.5617260030368836,0.618843537414966,0
83,-7.526750302591725,13.796031000143524,-0.12012954312533357,0.6631645708492172,-0.0002509679875711394,-0.00040731893293058396,12065.107227123604,30040.08501838235,-22.246662039653323,3211.4732618751323,469.8153409090909,1.457904414889327,0.5851473922902495,2
84,-9.218814635997862,11.35862389141614,0.02615593044130987,0.5745892533788098,-0.0014799426382652993,-0.0009517269937734048,12332.884350507931,31214.53125,-27.380248992678602,773.9952421902904,815.9950657894738,1.5085306952012667,0.40328798185941045,2
85,-4.913903498750454,17.949119825796622,-0.11963514956007762,1.0323515049736829,5.386368476842482e-17,-2.123069549936017e-16,12216.17397097624,27744.659258868247,-13.784020187800074,9688.923380801061,674.0828804347826,1.3375337169715984,0.4191609977324263,0
86,1.9734044457701674,15.969540280043748,-0.18781867954557302,0.39836759844129277,-8.465277218987259e-06,3.339738740552507e-06,12625.124423454714,27974.807889344265,6.114943073163465,11407.846669198156,442.96875,0.8875898081551031,0.6987301587301588,5
87,-4.360199330527647,17.130162341194648,-0.19921881019382942,0.5492210297852063,0.0004102842992000101,-0.0001366334471630113,14571.462420201973,36308.5693359375,-11.651918685623272,9837.396892608707,407.9975328947369,1.9440543267767536,0.2065532879818594,4
88,-5.585423899386638,17.260845560333866,-0.07273345811686757,0.4971825541888072,5.458614934754747e-17,-2.0558155827254144e-16,12145.617141874656,27803.671875,-16.066380496220056,9294.83460311079,674.0828804347826,1.0772692017821686,0.5701814058956917,0
89,-2.969727083600972,16.68797409732434,-0.07544278098524033,0.47512074302424256,2.5762314185668466e-17,-1.2260992273716605e-16,12941.801004860026,29058.89197716346,-7.661738101177491,11889.402326373189,516.796875,1.2650687306401083,0.752312925170068,5
90,-1.510235081302867,14.989154499226373,-0.15668361641360762,1.1062257593519218,0.00018455398187778752,-0.00010117098750345446,14368.07637001147,35747.38384046053,-2.99071808107189,11666.386722379211,407.9975328947369,2.3188392907126256,0.20927437641723357,4
91,-4.1011815276481896,17.66858004424271,-0.04555362931808299,0.9085269994403511,3.7892818578542064e-17,-1.7393679823426875e-16,13143.935509994404,30111.699969951926,-11.419079081885007,10789.200287257705,674.0828804347826,1.3984179991096097,0.4517233560090703,0
92,-7.394453050412421,15.393411375337598,-0.18402008651505614,1.2420491615319702,7.444938895719882e-17,-2.8566667275158093e-16,12373.544822694996,26604.990234375,-21.391618705127627,11898.764366267666,500.12600806451616,1.4752248306814713,0.5160317460317461,0
93,-9.96648750980906,15.593166122429892,-0.022100718113970484,0.6807817463125243,-0.00048596988906885765,-0.0012866913563653508,11869.391376532527,29445.82707331731,-29.47823913619399,5049.911616903739,574.21875,1.3438572813746943,0.4422902494331066,2
94,-7.280381923137897,16.151970571548482,0.005554610444200187,0.7309087660128736,7.437500322186857e-17,-3.1515265874279012e-16,13071.773108921472,32063.30442266949,-21.362449366174094,8514.47386026763,534.6174568965517,1.16824688124654,0.6813378684807256,1
95,-3.0693671917722414,16.66122000396925,0.1316558294223101,0.7601867929971939,1.0650686507871026e-05,7.0179443106908885e-06,14159.646447106265,35156.54296875,-8.297992051935712,11475.311003515992,407.9975328947369,1.650107226604152,0.2065532879818594,4
96,-10.442539021437248,12.703474962157419,0.14121698993484405,0.4167935559524736,-0.0005997088821822433,0.00017726989496440876,10987.321811614322,27692.8955078125,-31.013349167890805,1123.4219543600277,620.15625,1.4081603446581525,0.6197959183673469,2
97,-9.917674707220977,11.276309080605497,-0.008797415578226516,0.5304975190408173,-0.0007133588572975976,-0.0007363188995152224,12526.399709262154,31169.3115234375,-29.485457741764634,0.0,500.12600806451616,1.453007448342099,0.548140589569161,2
